first_name,last_name,nickname,height,weight,reach,stance,wins,losses,draws,belt,profile_url,dob
Jason,Saggo,,"5' 11""",155 lbs.,"71.0""",Orthodox,12,4,0,,http://ufcstats.com/fighter-details/4ac1ecf8ce59ef23,"Nov 23, 1985"
Kiru,Sahota,,"5' 10""",125 lbs.,"73.0""",Orthodox,12,3,0,,http://ufcstats.com/fighter-details/296a120cb880477b,"May 28, 1995"
Tatsuya,Saika,Yanbo,"6' 0""",155 lbs.,"73.0""",Orthodox,11,5,0,,http://ufcstats.com/fighter-details/cc4e571964b084d4,"Sep 18, 1990"
Mridul,Saikia,Crusher,"5' 7""",125 lbs.,"68.0""",Orthodox,8,1,0,,http://ufcstats.com/fighter-details/96c76dd695eb3b88,"May 09, 1997"
Kaushik,Saikumar,The Pride of Chennai,--,135 lbs.,--,,5,0,0,,http://ufcstats.com/fighter-details/6a6c4709ebc5499a,"Dec 11, 1997"
Benoit,Saint Denis,God of War,"5' 11""",155 lbs.,"73.0""",Southpaw,14,3,0,,http://ufcstats.com/fighter-details/c2299ec916bc7c56,"Dec 18, 1995"
Ovince,Saint Preux,,"6' 3""",205 lbs.,"80.0""",Southpaw,27,18,0,,http://ufcstats.com/fighter-details/50db8711c70196cd,"Apr 08, 1983"
Lukasz,Sajewski,Wookie,"5' 8""",155 lbs.,"71.0""",Orthodox,13,3,0,,http://ufcstats.com/fighter-details/fb41432b622992a9,"Nov 27, 1990"
Yukio,Sakaguchi,,"5' 9""",185 lbs.,--,Orthodox,6,7,0,,http://ufcstats.com/fighter-details/94a5aaf573f780ad,"Jul 26, 1973"
Augusto,Sakai,,"6' 3""",265 lbs.,"77.0""",Orthodox,16,5,1,,http://ufcstats.com/fighter-details/441eacbe20e0e80b,"May 09, 1991"
Alessio,Sakara,Legionarius,"6' 0""",185 lbs.,"72.0""",Orthodox,19,11,0,,http://ufcstats.com/fighter-details/7f955f71fa2ce7ac,"Sep 02, 1981"
Wataru,Sakata,,"5' 9""",195 lbs.,--,Southpaw,11,14,0,,http://ufcstats.com/fighter-details/d7907a9a968e4d29,"Mar 11, 1973"
Gokhan,Saki,The Rebel,"6' 0""",205 lbs.,"73.0""",Orthodox,1,2,0,,http://ufcstats.com/fighter-details/4690d47bf725fd98,"Oct 19, 1983"
Kazushi,Sakuraba,The Gracie Hunter,"6' 0""",185 lbs.,--,Southpaw,26,17,1,,http://ufcstats.com/fighter-details/9b5b5a75523728f3,"Jul 14, 1969"
Hayato,Sakurai,Mach,"5' 7""",168 lbs.,--,Orthodox,38,13,2,,http://ufcstats.com/fighter-details/85e26e2468b4e82f,"Aug 24, 1975"
Ryuta,Sakurai,,"5' 7""",183 lbs.,--,Orthodox,24,24,6,,http://ufcstats.com/fighter-details/ff9578cdbfabd323,
Justin,Salas,J-Bomb,"5' 8""",155 lbs.,"70.0""",Southpaw,12,7,0,,http://ufcstats.com/fighter-details/9b198c73e3d0d289,"Mar 13, 1982"
Ivan,Salaverry,,"6' 0""",185 lbs.,--,Orthodox,14,9,0,,http://ufcstats.com/fighter-details/394f55ebca199124,"Jan 11, 1971"
Roman,Salazar,El Gallito,"5' 7""",135 lbs.,--,Orthodox,10,6,0,,http://ufcstats.com/fighter-details/72c4b253d2f5ebf2,"Feb 21, 1988"
Luis,Saldana,,"5' 11""",145 lbs.,"73.0""",Orthodox,16,7,1,,http://ufcstats.com/fighter-details/12e0fdc606f7e274,"Jan 27, 1991"
John,Salgado,Greco,"5' 10""",170 lbs.,--,,4,8,1,,http://ufcstats.com/fighter-details/3e36811b7bc1f6ad,
Muslim,Salikhov,King of Kung Fu,"5' 11""",170 lbs.,"70.0""",Orthodox,21,5,0,,http://ufcstats.com/fighter-details/447f9858ae78f921,"Jun 09, 1984"
Gabriel,Salinas-Jones,,"6' 1""",245 lbs.,--,,5,2,1,,http://ufcstats.com/fighter-details/74d5f71eeb0c66c7,"Nov 20, 1984"
Brandon,Saling,White Steel,"5' 10""",170 lbs.,--,,8,6,0,,http://ufcstats.com/fighter-details/a049aa06508b9c7b,"Jan 28, 1986"
Quillan,Salkilld,,"6' 0""",155 lbs.,"75.0""",Orthodox,9,1,0,,http://ufcstats.com/fighter-details/17734443a833cdf7,"Dec 28, 1999"
Sean,Salmon,,"5' 10""",185 lbs.,--,Southpaw,18,21,0,,http://ufcstats.com/fighter-details/7c0847d3854a95f2,"Sep 11, 1977"
Boston,Salmon,Boom Boom,"5' 9""",135 lbs.,"69.0""",Southpaw,6,3,0,,http://ufcstats.com/fighter-details/98e946879ba20c0f,"Nov 20, 1990"
John,Salter,,"6' 1""",185 lbs.,"74.0""",Southpaw,14,3,0,,http://ufcstats.com/fighter-details/010986ee359fb863,"Mar 21, 1985"
Vinicius,Salvador,,"5' 7""",135 lbs.,"70.0""",Southpaw,14,7,0,,http://ufcstats.com/fighter-details/65cdf4ec31143d86,"Jul 24, 1996"
Dylan,Salvador,,"5' 9""",155 lbs.,"69.0""",Southpaw,5,2,0,,http://ufcstats.com/fighter-details/a7a3fb5f6c67b122,"May 20, 1993"
Josh,Samman,Anqa,"6' 3""",185 lbs.,"79.0""",Orthodox,13,4,0,,http://ufcstats.com/fighter-details/9deff9e3e8d94d47,"Mar 14, 1988"
Johnny,Sampaio,,"5' 8""",170 lbs.,--,Orthodox,3,1,0,,http://ufcstats.com/fighter-details/b23388ff8ac6637b,"Sep 11, 1975"
Josh,Sampo,The Gremlin,"5' 4""",125 lbs.,"64.0""",Orthodox,11,5,0,,http://ufcstats.com/fighter-details/f65dcb22dada2223,"Jul 24, 1984"
Josh,San Diego,JSD,"5' 10""",135 lbs.,--,,8,3,0,,http://ufcstats.com/fighter-details/983e281d257c24dc,
Samuel,Sanches,The Prodigy,--,155 lbs.,--,,10,1,0,,http://ufcstats.com/fighter-details/438d497617ecb16e,"Jan 28, 2003"
Diego,Sanchez,Nightmare,"5' 10""",170 lbs.,"72.0""",Southpaw,31,13,0,,http://ufcstats.com/fighter-details/82e7929bf6c2b689,"Dec 31, 1981"
Eddie,Sanchez,The Manic Hispanic,"6' 2""",230 lbs.,"74.0""",Orthodox,15,8,0,,http://ufcstats.com/fighter-details/7f0b4a75ef3039a3,"Nov 04, 1982"
Julian,Sanchez,,"6' 3""",300 lbs.,--,Orthodox,0,1,0,,http://ufcstats.com/fighter-details/c6da1c24fe473418,
Bobby,Sanchez,The Kid,"5' 7""",155 lbs.,--,Orthodox,10,35,0,,http://ufcstats.com/fighter-details/6a0047ac8c99fece,
Donald,Sanchez,,"5' 10""",145 lbs.,--,,31,17,0,,http://ufcstats.com/fighter-details/bb140b121283acbb,"Aug 18, 1984"
Joby,Sanchez,,"5' 6""",135 lbs.,"68.0""",Orthodox,11,4,0,,http://ufcstats.com/fighter-details/b12fc8a41e82d3a2,"Jun 24, 1991"
Emmanuel,Sanchez,El Matador,"5' 9""",145 lbs.,"71.0""",,15,3,0,,http://ufcstats.com/fighter-details/243a336eaa2d2eb4,"Aug 11, 1990"
Erick,Sanchez,,"5' 10""",145 lbs.,--,,8,3,0,,http://ufcstats.com/fighter-details/ef3663798164adf0,"Oct 04, 1990"
Andrew,Sanchez,El Dirte,"6' 1""",185 lbs.,"74.0""",Orthodox,13,7,0,,http://ufcstats.com/fighter-details/fccf811c1e8b01c7,"Apr 08, 1988"
Robert,Sanchez,Littlefury,"5' 6""",125 lbs.,"66.0""",Orthodox,8,2,0,,http://ufcstats.com/fighter-details/546f8599a63c29da,"Mar 05, 1986"
Jesse,Sanders,,"6' 0""",170 lbs.,--,Orthodox,23,7,0,,http://ufcstats.com/fighter-details/59aaf2730b84698a,
Luke,Sanders,Cool Hand,"5' 6""",135 lbs.,"67.0""",Southpaw,13,5,0,,http://ufcstats.com/fighter-details/96428b9e9bd048ea,"Dec 12, 1985"
Jerrod,Sanders,J-Reazie,"5' 8""",135 lbs.,"72.0""",Orthodox,16,3,0,,http://ufcstats.com/fighter-details/12f1b140e248bdb9,"Oct 01, 1979"
Cory,Sandhagen,,"5' 11""",135 lbs.,"70.0""",Switch,18,5,0,,http://ufcstats.com/fighter-details/65f09bacd3957381,"Apr 20, 1992"
Hugo,Sandoval,,--,135 lbs.,--,,2,3,0,,http://ufcstats.com/fighter-details/9d51bcc281aa0514,
Raul,Sandoval,,--,130 lbs.,--,,3,3,0,,http://ufcstats.com/fighter-details/f9ad10f6a49e5452,
Joseph,Sandoval,,"5' 7""",135 lbs.,--,Southpaw,7,7,0,,http://ufcstats.com/fighter-details/696002b59f09d73b,"May 11, 1986"
Hector,Sandoval,Kid Alex,"5' 2""",125 lbs.,"64.0""",Orthodox,14,4,0,,http://ufcstats.com/fighter-details/449c890bd90f3374,"Jul 19, 1986"
Chris,Sanford,,"5' 11""",185 lbs.,--,Orthodox,5,1,0,,http://ufcstats.com/fighter-details/29f935654825331b,"Mar 12, 1968"
Roldan,Sangcha'an,The Executioner,"5' 4""",125 lbs.,--,Orthodox,4,2,0,,http://ufcstats.com/fighter-details/57887765f831e228,"Dec 04, 1990"
Yuhi,Sano,,"5' 11""",243 lbs.,--,Orthodox,0,4,0,,http://ufcstats.com/fighter-details/4c12aa7ca246e7a4,"Feb 02, 1965"
Martin,Sano,Spartan,"5' 11""",170 lbs.,"75.0""",Orthodox,4,3,1,,http://ufcstats.com/fighter-details/16a64f93f6678b7b,"May 30, 1991"
Jonathan,Santa Maria,,"5' 9""",125 lbs.,--,,3,4,0,,http://ufcstats.com/fighter-details/3143e5daff9e5b71,
Duda,Santana,Cowboyzinha,"5' 7""",145 lbs.,"73.0""",Orthodox,3,1,0,,http://ufcstats.com/fighter-details/d6ead04919a894b1,"Jan 10, 1996"
Shaheen,Santana,Shazam,"6' 1""",155 lbs.,"75.0""",Orthodox,6,1,0,,http://ufcstats.com/fighter-details/19809d475ed832d5,"Jun 04, 1991"
Neemias,Santana,,--,185 lbs.,--,,7,2,1,,http://ufcstats.com/fighter-details/86989ee8fe97884d,"Oct 05, 1997"
Sean,Santella,Shorty Rock,"5' 5""",125 lbs.,--,,17,6,1,,http://ufcstats.com/fighter-details/39792c2f42c9f527,"Oct 25, 1984"
Jorge,Santiago,The Sandman,"6' 1""",170 lbs.,"75.0""",Orthodox,25,12,0,,http://ufcstats.com/fighter-details/f8dc544e7077d014,"Oct 09, 1980"
Mike,Santiago,,"5' 10""",145 lbs.,"69.0""",Orthodox,19,12,0,,http://ufcstats.com/fighter-details/bc656db347f31e19,"Jul 28, 1989"
Will,Santiago,The Brown Bomber,"5' 7""",185 lbs.,--,Orthodox,9,5,0,,http://ufcstats.com/fighter-details/4920292f5d9b76df,"Feb 08, 1983"
Richie,Santiago,The Milford Mauler,"5' 7""",135 lbs.,"67.0""",Southpaw,7,2,0,,http://ufcstats.com/fighter-details/9f95d6b5b459cc6b,"Oct 10, 1992"
Jose,Santibanez,,--,155 lbs.,--,,10,3,0,,http://ufcstats.com/fighter-details/8299206ccebc44a7,"Jan 18, 1980"
Art,Santore,Pachuco,"6' 2""",185 lbs.,--,,18,8,0,,http://ufcstats.com/fighter-details/012fc7cd0779c09a,"Oct 26, 1972"
Adriano,Santos,,--,--,--,,0,1,0,,http://ufcstats.com/fighter-details/c6e6926a81adcd00,
Paulo,Santos,,--,--,--,,0,3,0,,http://ufcstats.com/fighter-details/7ca4c3f8aa8bacae,
Evangelista,Santos,Cyborg,"5' 10""",170 lbs.,"76.0""",Orthodox,21,18,0,,http://ufcstats.com/fighter-details/99bf06f20491cb54,"Dec 12, 1977"
Luis,Santos,,"6' 1""",170 lbs.,--,Southpaw,63,10,1,,http://ufcstats.com/fighter-details/7701377be464d2ef,
Iliarde,Santos,,"5' 5""",125 lbs.,"67.0""",Orthodox,30,13,1,,http://ufcstats.com/fighter-details/14aa21bc82cac57d,"Sep 25, 1980"
Leonardo,Santos,,"6' 0""",155 lbs.,"75.0""",Orthodox,18,7,1,,http://ufcstats.com/fighter-details/9c65736747ca92ec,"Feb 05, 1980"
Thiago,Santos,Marreta,"6' 2""",205 lbs.,"76.0""",Orthodox,22,11,0,,http://ufcstats.com/fighter-details/dea070ed4a2a8281,"Jan 07, 1984"
Bruno,Santos,Carioca,"5' 9""",185 lbs.,--,Orthodox,15,2,0,,http://ufcstats.com/fighter-details/da1d8d76404bb6b5,"Jul 17, 1987"
Andre,Santos,Chatuba,"6' 0""",170 lbs.,--,,38,10,0,,http://ufcstats.com/fighter-details/5b5b78116d1fc3eb,
Gleristone,Santos,Toninho Furia,"5' 9""",145 lbs.,--,,33,7,0,,http://ufcstats.com/fighter-details/d12ee718fb35c35c,"Aug 20, 1988"
Yana,Santos,,"5' 6""",135 lbs.,"68.0""",Orthodox,16,8,0,,http://ufcstats.com/fighter-details/3143bf892608139a,"Nov 11, 1989"
Taila,Santos,,"5' 6""",125 lbs.,"68.0""",Orthodox,19,3,0,,http://ufcstats.com/fighter-details/f7467152fd9f18a2,"Jun 22, 1993"
Marilia,Santos,Chocolate,"5' 4""",125 lbs.,--,Orthodox,10,3,0,,http://ufcstats.com/fighter-details/4cb79988b2a9bd07,"Dec 12, 1992"
Edivan,Santos,Pe De Sapo,"6' 4""",248 lbs.,"78.0""",Orthodox,12,3,1,,http://ufcstats.com/fighter-details/78719f6663ad9160,"May 03, 1992"
Daniel,Santos,Willycat,"5' 7""",145 lbs.,"67.0""",Orthodox,13,2,0,,http://ufcstats.com/fighter-details/b67d6bacc68d4c92,"Mar 12, 1995"
Gabriel,Santos,Mosquitinho,"5' 9""",145 lbs.,"70.0""",Orthodox,12,2,0,,http://ufcstats.com/fighter-details/f2f140ce7532e327,"Nov 28, 1996"
Luana,Santos,,"5' 6""",135 lbs.,"67.0""",Orthodox,9,2,0,,http://ufcstats.com/fighter-details/5078e1dacf9d25f4,"Apr 16, 2000"
Djorden,Santos,Shakur,"6' 0""",185 lbs.,"75.0""",Orthodox,10,2,0,,http://ufcstats.com/fighter-details/312f7d7b2b2f7de4,"Aug 01, 1997"
Mairon,Santos,The Legend,"5' 7""",155 lbs.,"72.0""",Orthodox,17,1,0,,http://ufcstats.com/fighter-details/480779d7f9a424d3,"Jun 10, 2000"
Nick,Sanzo,,"5' 9""",190 lbs.,--,,1,1,0,,http://ufcstats.com/fighter-details/1d147d4163a6989b,
Bob,Sapp,The Beast,"6' 5""",350 lbs.,--,Orthodox,11,20,0,,http://ufcstats.com/fighter-details/9f3d6ddef3d3cccc,"Sep 22, 1974"
Daniel,Sarafian,,"5' 9""",185 lbs.,"73.0""",Orthodox,10,6,0,,http://ufcstats.com/fighter-details/7e47047d0971d566,"Aug 21, 1982"
Jeka,Saragih,,"5' 8""",145 lbs.,"69.0""",Orthodox,14,5,0,,http://ufcstats.com/fighter-details/57186c150c645200,"Jan 01, 1995"
Diego,Saraiva,The Octopus,"5' 6""",155 lbs.,--,Orthodox,22,20,1,,http://ufcstats.com/fighter-details/4f4dac51adc1af4f,"Apr 23, 1982"
Harris,Sarmiento,The Hitman,"5' 9""",155 lbs.,--,Orthodox,36,26,0,,http://ufcstats.com/fighter-details/026b4f7049085842,"Sep 09, 1983"
Alexander,Sarnavskiy,Tiger,"5' 11""",155 lbs.,--,,35,6,0,,http://ufcstats.com/fighter-details/2097b1a5ff47dfb0,"Jan 17, 1989"
Yuki,Sasaki,,"6' 2""",185 lbs.,--,Orthodox,25,22,2,,http://ufcstats.com/fighter-details/e5c38954c006f15c,"Sep 12, 1976"
Kyosuke,Sasaki,,"5' 7""",183 lbs.,--,Southpaw,3,7,4,,http://ufcstats.com/fighter-details/23bd78c3f89bdb54,
Yuta,Sasaki,Ulka,"5' 10""",125 lbs.,"71.0""",Southpaw,21,6,2,,http://ufcstats.com/fighter-details/7c3c48cf54a2848e,"Oct 07, 1989"
Paul,Sass,,"6' 0""",155 lbs.,"73.0""",Orthodox,14,2,0,,http://ufcstats.com/fighter-details/7b143a54451263d9,"Aug 04, 1988"
Keisuke,Sasu,Sasuke,"5' 5""",145 lbs.,"69.0""",Switch,11,3,1,,http://ufcstats.com/fighter-details/b7bcf6dfbbb7c16c,"Sep 30, 1994"
Masaaki,Satake,,"6' 1""",220 lbs.,--,Orthodox,1,8,1,,http://ufcstats.com/fighter-details/f4a031ac205ac580,"Aug 17, 1965"
Takenori,Sato,,"5' 10""",170 lbs.,--,Southpaw,19,11,7,,http://ufcstats.com/fighter-details/276c60b14b571dd4,"Jun 08, 1985"
Takashi,Sato,Ten,"5' 10""",170 lbs.,"73.0""",Southpaw,16,7,0,,http://ufcstats.com/fighter-details/8abac218746e04ca,"Jun 09, 1990"
Shogo,Sato,Tora,"5' 5""",170 lbs.,"66.0""",Southpaw,5,1,0,,http://ufcstats.com/fighter-details/c982b98d33825763,"Jun 08, 1993"
Uran,Satybaldiev,Gorilla,"6' 4""",205 lbs.,"79.0""",Orthodox,9,1,0,,http://ufcstats.com/fighter-details/02f484417a6fa69d,"Aug 10, 1994"
Jeimeson,Saudino,The Minion,"5' 6""",135 lbs.,--,,8,5,0,,http://ufcstats.com/fighter-details/f6f9d41669dd3eaa,"Mar 05, 1991"
Tom,Sauer,,"6' 1""",263 lbs.,--,,25,12,0,,http://ufcstats.com/fighter-details/36ab6af06e312b41,"Nov 11, 1970"
Townsend,Saunders,,"5' 5""",170 lbs.,--,Orthodox,0,2,0,,http://ufcstats.com/fighter-details/20bd6c3e03c46ee6,
Ben,Saunders,Killa B,"6' 2""",170 lbs.,"77.0""",Orthodox,22,13,2,,http://ufcstats.com/fighter-details/484acc7b0f856ce9,"Apr 13, 1983"
Chad W.,Saunders,,"5' 10""",170 lbs.,--,Orthodox,7,2,0,,http://ufcstats.com/fighter-details/4fe9492959834bf7,
Chris,Saunders,The So Cal Kid,"5' 8""",155 lbs.,--,,16,8,0,,http://ufcstats.com/fighter-details/b35a159f525764eb,"Mar 11, 1986"
Christien,Savoie,The Tiger,"5' 11""",170 lbs.,"72.0""",Orthodox,10,2,1,,http://ufcstats.com/fighter-details/67f0d1b1b0b39bec,"Aug 29, 1992"
Lumumba,Sayers,,"6' 0""",185 lbs.,--,,6,5,0,,http://ufcstats.com/fighter-details/402ea3b5ee233852,"Jun 30, 1978"
Matt,Sayles,,"5' 7""",155 lbs.,"68.0""",Orthodox,8,4,0,,http://ufcstats.com/fighter-details/5b8ba8f5512893b1,"Feb 21, 1994"
Brandon,Sayles,Man of War,"6' 5""",265 lbs.,--,,5,1,0,,http://ufcstats.com/fighter-details/72b7c071910990b1,"Apr 23, 1981"
Mikheil,Sazhiniani,Spartan,"6' 0""",205 lbs.,"71.0""",Orthodox,13,3,0,,http://ufcstats.com/fighter-details/22a1f83edb865aee,"Oct 05, 1996"
Mark,Scanlon,,"5' 9""",170 lbs.,--,Orthodox,9,2,0,,http://ufcstats.com/fighter-details/771b60ff889661c8,
Eric,Schafer,Red,"6' 3""",185 lbs.,"76.0""",Orthodox,14,8,2,,http://ufcstats.com/fighter-details/f59f1d3a2ff13edd,"Sep 20, 1977"
Kerry,Schall,Meat Truck,"6' 2""",265 lbs.,--,Orthodox,24,13,0,,http://ufcstats.com/fighter-details/030f08370fd1c2bb,"Aug 09, 1971"
Eric,Schambari,,"5' 11""",185 lbs.,--,Orthodox,15,6,0,,http://ufcstats.com/fighter-details/66e981516e2476d1,"Apr 22, 1978"
Brendan,Schaub,Big Brown,"6' 4""",245 lbs.,"78.0""",Orthodox,10,5,0,,http://ufcstats.com/fighter-details/89a407032911e27e,"Mar 18, 1983"
Matheus,Scheffel,Buffa,"6' 2""",205 lbs.,"75.0""",Orthodox,14,7,0,,http://ufcstats.com/fighter-details/a296ad1d238d97df,"Nov 04, 1992"
Antonio,Schembri,Nino,"5' 9""",205 lbs.,--,Orthodox,5,5,0,,http://ufcstats.com/fighter-details/a3244e3238541482,"Jun 01, 1974"
Fabiano,Scherner,Pegaleve,"6' 3""",257 lbs.,--,Orthodox,11,10,0,,http://ufcstats.com/fighter-details/0bc7e61d204f2137,"Jun 30, 1972"
Samy,Schiavo,,"5' 8""",155 lbs.,--,Orthodox,10,6,0,,http://ufcstats.com/fighter-details/1208ffc5be6e31ad,"Dec 24, 1975"
Pat,Schilling,Thrilling,"5' 8""",145 lbs.,--,Orthodox,5,2,0,,http://ufcstats.com/fighter-details/de12bd65e2f46478,"Aug 28, 1988"
Joe,Schilling,,"6' 3""",185 lbs.,--,,2,5,0,,http://ufcstats.com/fighter-details/f41fad444939056b,
Semmy,Schilt,Hightower,"6' 10""",265 lbs.,--,Orthodox,26,14,1,,http://ufcstats.com/fighter-details/d5ed14b2153c6ed2,"Oct 27, 1973"
Adam,Schindler,,"5' 8""",155 lbs.,--,,10,6,0,,http://ufcstats.com/fighter-details/89ea01f5a7ada40c,"May 19, 1983"
Daniel,Schmitt,,--,185 lbs.,--,,2,3,0,,http://ufcstats.com/fighter-details/bd02e222a6166d50,
Colleen,Schneider,,--,135 lbs.,--,,11,7,0,,http://ufcstats.com/fighter-details/aa943b9bc00cb0ed,
Matt,Schnell,Danger,"5' 8""",125 lbs.,"70.0""",Orthodox,17,9,0,,http://ufcstats.com/fighter-details/67c1d46f4ed16f9e,"Jan 15, 1990"
Alex,Schoenauer,,"6' 3""",185 lbs.,--,Orthodox,15,10,0,,http://ufcstats.com/fighter-details/fdfef29ba17ee525,"May 05, 1976"
Bailey,Schoenfelder,Berserk,"6' 3""",265 lbs.,"76.0""",Orthodox,5,1,0,,http://ufcstats.com/fighter-details/b0353e7f5038dd09,"Sep 22, 1997"
Darrill,Schoonover,The Boss,"6' 2""",220 lbs.,--,Orthodox,14,8,0,,http://ufcstats.com/fighter-details/5a558ba1ff5e9121,"Jul 18, 1985"
Bob,Schrijber,Dirty,"6' 0""",240 lbs.,--,Orthodox,20,17,1,,http://ufcstats.com/fighter-details/d86e913c548c07c2,
Nate,Schroeder,,"6' 1""",230 lbs.,--,,11,10,0,,http://ufcstats.com/fighter-details/040426baba8a45e8,
Lacey,Schuckman,,"5' 3""",125 lbs.,--,,11,10,0,,http://ufcstats.com/fighter-details/e44c679c30403cba,
Mark,Schultz,,"5' 9""",200 lbs.,--,Orthodox,1,1,0,,http://ufcstats.com/fighter-details/c1684f00c626f4c0,
Wes,Schultz,Party Time,"6' 2""",185 lbs.,"77.0""",Orthodox,6,2,0,,http://ufcstats.com/fighter-details/b4443fae47e7eb9d,"Aug 09, 1996"
Brian,Schwartz,,"6' 3""",170 lbs.,--,Orthodox,1,1,0,,http://ufcstats.com/fighter-details/99c80d2bd5dbe5a9,
Eric,Schwartz,,--,205 lbs.,--,,2,0,0,,http://ufcstats.com/fighter-details/79cbdf233e5e0496,
Justin,Scoggins,,"5' 7""",125 lbs.,"66.0""",Southpaw,11,5,0,,http://ufcstats.com/fighter-details/9fa568ad2bf2cb0b,"May 02, 1992"
Brad,Scott,Bear,"6' 1""",170 lbs.,"76.0""",Orthodox,11,6,0,,http://ufcstats.com/fighter-details/34e552520a934063,"Jun 24, 1989"
Greg,Scott,,"5' 9""",145 lbs.,--,,3,4,0,,http://ufcstats.com/fighter-details/0b235384fe23fc9c,
Louis Lee,Scott,Lightning,--,135 lbs.,--,,8,0,0,,http://ufcstats.com/fighter-details/4327506eb9ee342f,"Feb 26, 2000"
Zachary,Scroggin,,"6' 3""",170 lbs.,"74.0""",Orthodox,7,1,0,,http://ufcstats.com/fighter-details/03dee485905dbc9f,"Mar 09, 1996"
Mike,Seal,Crazy Boy,"6' 4""",185 lbs.,--,Orthodox,13,15,1,,http://ufcstats.com/fighter-details/0c01568b1ac77bff,
Matt,Secor,,"6' 0""",170 lbs.,--,,8,4,0,,http://ufcstats.com/fighter-details/d1ce40aca99a9b70,"Sep 26, 1986"
Kenneth,Seegrist,,"6' 0""",185 lbs.,--,Orthodox,4,7,0,,http://ufcstats.com/fighter-details/55e94a9b525dcf45,
Neil,Seery,2Tap,"5' 4""",125 lbs.,"64.0""",Orthodox,16,13,0,,http://ufcstats.com/fighter-details/49a74b9fb2e45fdf,"Aug 30, 1979"
Rony,Sefo,,"5' 9""",225 lbs.,--,Orthodox,0,2,0,,http://ufcstats.com/fighter-details/d6b68eaf4b68b160,
Ray,Sefo,Sugarfoot,"6' 0""",240 lbs.,--,Orthodox,2,2,0,,http://ufcstats.com/fighter-details/646d5dbe509accd4,"Feb 15, 1971"
Brendan,Seguin,,"6' 0""",185 lbs.,--,,23,19,1,,http://ufcstats.com/fighter-details/e4bb7e483c4ad318,"Jul 03, 1976"
Tetsuya,Seki,,"5' 10""",155 lbs.,--,,14,8,1,,http://ufcstats.com/fighter-details/5e1062e066c601e6,"Feb 08, 1994"
Stefan,Sekulic,,"6' 0""",170 lbs.,"75.0""",Southpaw,12,4,0,,http://ufcstats.com/fighter-details/348dff4e03bd18c6,"Feb 12, 1992"
Pete,Sell,Drago,"5' 11""",170 lbs.,"75.0""",Orthodox,10,7,0,,http://ufcstats.com/fighter-details/0359313549d230a1,"Aug 05, 1982"
Matthew,Semelsberger,Semi The Jedi,"6' 1""",170 lbs.,"75.0""",Switch,11,8,0,,http://ufcstats.com/fighter-details/4aa58269d0664b5b,"Nov 23, 1992"
Andrei,Semenov,,"6' 0""",185 lbs.,--,Orthodox,34,9,2,,http://ufcstats.com/fighter-details/5f2f0da6fd6a84fd,"Jun 17, 1977"
Mackens,Semerzier,Da Menace,"5' 9""",145 lbs.,"72.0""",Orthodox,8,4,0,,http://ufcstats.com/fighter-details/51b1e2fd9872005b,"Nov 03, 1980"
Brandon,Sene,,"5' 11""",205 lbs.,--,,2,2,0,,http://ufcstats.com/fighter-details/3ed134d85dfbd7b4,"May 21, 1981"
YeDam,Seo,,"5' 3""",115 lbs.,"63.0""",Orthodox,7,4,0,,http://ufcstats.com/fighter-details/762572d67204fadb,"Mar 20, 1992"
DongHyun,Seo,Pinnacle,"5' 5""",145 lbs.,"67.0""",Orthodox,7,3,1,,http://ufcstats.com/fighter-details/0505e27a5d00704a,"Aug 22, 1990"
Kim In,Seok,,"5' 6""",145 lbs.,--,Orthodox,3,6,0,,http://ufcstats.com/fighter-details/88b250ba222c3a98,
Ray,Seraille,,"6' 3""",246 lbs.,--,,8,9,0,,http://ufcstats.com/fighter-details/2f04c4183523be2e,
Ivan,Serati,,"6' 0""",205 lbs.,--,Orthodox,12,4,0,,http://ufcstats.com/fighter-details/b23fca14c7b79935,
Alex,Serdyukov,The Russian Crusher,"6' 2""",170 lbs.,"74.0""",Orthodox,8,5,0,,http://ufcstats.com/fighter-details/253d3f9e97ca149a,"May 24, 1980"
Nicholas,Sergiacomi,,--,170 lbs.,--,,1,1,0,,http://ufcstats.com/fighter-details/efab191f204ffa17,
Matt,Serra,The Terra,"5' 6""",170 lbs.,"68.0""",Orthodox,11,7,0,,http://ufcstats.com/fighter-details/86dfed7cc24a9fa7,"Jun 02, 1974"
Nick,Serra,The Mad Monkey,"5' 9""",170 lbs.,--,Orthodox,7,3,0,,http://ufcstats.com/fighter-details/1975c2272ba40e71,"Mar 27, 1978"
Adrian,Serrano,,"5' 8""",170 lbs.,--,,56,29,4,,http://ufcstats.com/fighter-details/e7ec11096eac0282,"Dec 23, 1963"
Fredy,Serrano,El Profe,"5' 3""",125 lbs.,"65.0""",Orthodox,3,2,0,,http://ufcstats.com/fighter-details/0ccab7c889ede9ea,"Sep 22, 1979"
Carl,Seumanutafa,,"6' 1""",255 lbs.,--,Orthodox,10,8,0,,http://ufcstats.com/fighter-details/dadaeb402526dca5,
Igor,Severino,,"5' 7""",125 lbs.,"69.0""",Orthodox,8,1,0,,http://ufcstats.com/fighter-details/6ad8e4296f7522d9,"Apr 21, 2003"
Dan,Severn,The Beast,"6' 2""",250 lbs.,--,Southpaw,101,19,1,,http://ufcstats.com/fighter-details/c670aa48827d6be6,"Jun 08, 1958"
